state,treated,period,post,employment,treated_x_post
NJ,1,-2,0,18.601395240434545,0
NJ,1,-2,0,24.760220865228185,0
NJ,1,-2,0,19.793133435096895,0
NJ,1,-2,0,22.723473539118327,0
NJ,1,-2,0,18.5670588170672,0
NJ,1,-2,0,18.80671359443576,0
NJ,1,-2,0,21.11450535821817,0
NJ,1,-2,0,21.31181061583534,0
NJ,1,-2,0,18.683406212836296,0
NJ,1,-2,0,12.3700547347613,0
NJ,1,-2,0,18.532261588701708,0
NJ,1,-2,0,20.919114309035653,0
NJ,1,-2,0,19.065800303757804,0
NJ,1,-2,0,20.27736358257513,0
NJ,1,-2,0,19.75737978978597,0
NJ,1,-2,0,14.981977197173986,0
NJ,1,-2,0,21.471888009317354,0
NJ,1,-2,0,17.375771340967244,0
NJ,1,-2,0,17.595617148941102,0
NJ,1,-2,0,20.654669224481065,0
NJ,1,-2,0,16.951474498731965,0
NJ,1,-2,0,19.732915291840364,0
NJ,1,-2,0,16.603772378755714,0
NJ,1,-2,0,18.474927445551327,0
NJ,1,-2,0,17.95423838958214,0
NJ,1,-2,0,17.70648129335486,0
NJ,1,-2,0,16.71389490822772,0
NJ,1,-2,0,18.873654752962473,0
NJ,1,-2,0,19.339717773652094,0
NJ,1,-2,0,21.592667782663007,0
NJ,1,-2,0,17.393304850416108,0
NJ,1,-2,0,19.14756870812869,0
NJ,1,-2,0,25.180469643364937,0
NJ,1,-2,0,20.097101234527376,0
NJ,1,-2,0,20.351597597631454,0
NJ,1,-2,0,20.213335259097825,0
NJ,1,-2,0,14.227983256186683,0
NJ,1,-2,0,18.317057414222738,0
NJ,1,-2,0,13.008829384404388,0
NJ,1,-2,0,21.411703428523364,0
NJ,1,-2,0,23.760796313385303,0
NJ,1,-2,0,17.519402551322123,0
NJ,1,-2,0,23.93773816885608,0
NJ,1,-2,0,15.859498082985116,0
NJ,1,-2,0,15.662584332878687,0
NJ,1,-2,0,20.547649369701578,0
NJ,1,-2,0,16.715253343176283,0
NJ,1,-2,0,17.609388822160877,0
NJ,1,-2,0,22.041431577258965,0
NJ,1,-2,0,16.270909225301153,0
NJ,1,-2,0,18.210019709850364,0
NJ,1,-2,0,18.671800380174382,0
NJ,1,-2,0,20.05993234581029,0
NJ,1,-2,0,21.050145012099165,0
NJ,1,-2,0,18.710001103072813,0
NJ,1,-2,0,15.643622415559125,0
NJ,1,-2,0,21.82809961358194,0
NJ,1,-2,0,27.05100892364782,0
NJ,1,-2,0,21.29687540212175,0
NJ,1,-2,0,20.569712216616605,0
NJ,1,-2,0,17.948201841929826,0
NJ,1,-2,0,18.294107963805725,0
NJ,1,-2,0,15.109082347919014,0
NJ,1,-2,0,20.72853037519076,0
NJ,1,-2,0,18.61979626625264,0
NJ,1,-2,0,22.60613387896798,0
NJ,1,-2,0,16.096415687351612,0
NJ,1,-2,0,22.820129985406627,0
NJ,1,-2,0,18.13212141748102,0
NJ,1,-2,0,17.288872067007066,0
NJ,1,-2,0,17.64730382256249,0
NJ,1,-2,0,17.294845674802882,0
NJ,1,-2,0,13.152661166588167,0
NJ,1,-2,0,20.790101594817155,0
NJ,1,-2,0,21.168051067469328,0
NJ,1,-2,0,22.579994322453544,0
NJ,1,-2,0,20.974772854163973,0
NJ,1,-2,0,20.836736666323485,0
NJ,1,-2,0,14.300194299895963,0
NJ,1,-2,0,19.512707629013452,0
PA,0,-2,0,13.326972552965055,0
PA,0,-2,0,15.71856000922624,0
PA,0,-2,0,20.410535717705017,0
PA,0,-2,0,16.5902144405974,0
PA,0,-2,0,9.181749839557153,0
PA,0,-2,0,13.695582635455796,0
PA,0,-2,0,14.910969182129682,0
PA,0,-2,0,15.86815751967572,0
PA,0,-2,0,19.126466654848688,0
PA,0,-2,0,18.842995552605217,0
PA,0,-2,0,18.77401573089617,0
PA,0,-2,0,17.150459524784534,0
PA,0,-2,0,15.673698515127874,0
PA,0,-2,0,15.487307187451341,0
PA,0,-2,0,17.70992220898824,0
PA,0,-2,0,19.11508393309741,0
PA,0,-2,0,20.847374798789605,0
PA,0,-2,0,16.762145540886223,0
PA,0,-2,0,17.32551232518686,0
PA,0,-2,0,20.659206151144254,0
PA,0,-2,0,13.456721571146426,0
PA,0,-2,0,18.799255876522267,0
PA,0,-2,0,14.293742234621845,0
PA,0,-2,0,20.96267262579611,0
PA,0,-2,0,20.436532215629555,0
PA,0,-2,0,21.105318388884704,0
PA,0,-2,0,20.81647637978744,0
PA,0,-2,0,18.853701385008513,0
PA,0,-2,0,13.635335684352677,0
PA,0,-2,0,17.88536244542065,0
PA,0,-2,0,19.00805127410295,0
PA,0,-2,0,17.836585638187916,0
PA,0,-2,0,16.179314536221725,0
PA,0,-2,0,16.939312810709644,0
PA,0,-2,0,17.585270664337603,0
PA,0,-2,0,13.626565569940585,0
PA,0,-2,0,18.40160012285823,0
PA,0,-2,0,18.053749040619383,0
PA,0,-2,0,16.131192607241786,0
PA,0,-2,0,18.370103986061274,0
PA,0,-2,0,19.75819123750615,0
PA,0,-2,0,13.65333177247571,0
PA,0,-2,0,20.61787132005395,0
PA,0,-2,0,19.34569915016858,0
PA,0,-2,0,19.317109096598152,0
PA,0,-2,0,19.292530852626218,0
PA,0,-2,0,18.500381551111232,0
PA,0,-2,0,16.50181886178118,0
PA,0,-2,0,14.44677421640954,0
PA,0,-2,0,17.93482446079755,0
PA,0,-2,0,16.872141185513787,0
PA,0,-2,0,14.557773078212911,0
PA,0,-2,0,21.4269611705286,0
PA,0,-2,0,18.85348004184544,0
PA,0,-2,0,15.629507545321076,0
PA,0,-2,0,12.091607198560233,0
PA,0,-2,0,14.153398234692244,0
PA,0,-2,0,17.86805759455817,0
PA,0,-2,0,15.778360568103531,0
PA,0,-2,0,12.81106625919211,0
PA,0,-2,0,17.247295369429334,0
PA,0,-2,0,16.05552276666352,0
PA,0,-2,0,15.372665100607458,0
PA,0,-2,0,13.014255499880136,0
PA,0,-2,0,17.43706233927743,0
PA,0,-2,0,13.496865728694226,0
PA,0,-2,0,15.904577109316786,0
PA,0,-2,0,19.749587347650706,0
PA,0,-2,0,19.984543628373277,0
PA,0,-2,0,16.141369989393382,0
PA,0,-2,0,7.877526384810347,0
PA,0,-2,0,18.61462510891451,0
PA,0,-2,0,13.898985427738433,0
PA,0,-2,0,12.59855717859178,0
PA,0,-2,0,18.571793382758788,0
PA,0,-2,0,11.320601620143982,0
PA,0,-2,0,18.494918934342927,0
PA,0,-2,0,19.034225807962788,0
PA,0,-2,0,17.907424837873325,0
PA,0,-2,0,17.086765357862635,0
NJ,1,-1,0,20.18590555682214,0
NJ,1,-1,0,19.145336823541854,0
NJ,1,-1,0,17.470465956706562,0
NJ,1,-1,0,27.132008127055496,0
NJ,1,-1,0,19.255093613286725,0
NJ,1,-1,0,17.914310336080014,0
NJ,1,-1,0,20.238900357622356,0
NJ,1,-1,0,22.11722452142396,0
NJ,1,-1,0,23.35815934532106,0
NJ,1,-1,0,19.861545267309797,0
NJ,1,-1,0,19.96719339332498,0
NJ,1,-1,0,18.256753762144864,0
NJ,1,-1,0,19.78292024437259,0
NJ,1,-1,0,22.922821869950415,0
NJ,1,-1,0,20.326023355999833,0
NJ,1,-1,0,19.472147304247223,0
NJ,1,-1,0,20.9787886589747,0
NJ,1,-1,0,18.31128998899709,0
NJ,1,-1,0,14.459824035910103,0
NJ,1,-1,0,19.13755850163716,0
NJ,1,-1,0,12.131286046743343,0
NJ,1,-1,0,19.75954265090165,0
NJ,1,-1,0,21.65232632621371,0
NJ,1,-1,0,23.26515696395813,0
NJ,1,-1,0,21.983691984420716,0
NJ,1,-1,0,20.601594444530853,0
NJ,1,-1,0,17.628132004293064,0
NJ,1,-1,0,17.423325802375807,0
NJ,1,-1,0,19.911982943811132,0
NJ,1,-1,0,18.077920338030417,0
NJ,1,-1,0,17.805928136557597,0
NJ,1,-1,0,20.62502796926526,0
NJ,1,-1,0,18.115193779261556,0
NJ,1,-1,0,15.412978787337824,0
NJ,1,-1,0,19.888652283982307,0
NJ,1,-1,0,17.84095681419277,0
NJ,1,-1,0,21.94918001897997,0
NJ,1,-1,0,24.12314816454813,0
NJ,1,-1,0,22.62800264895825,0
NJ,1,-1,0,21.72205148543535,0
NJ,1,-1,0,24.323774186029123,0
NJ,1,-1,0,17.753706521250976,0
NJ,1,-1,0,18.88574426584163,0
NJ,1,-1,0,21.019427839835437,0
NJ,1,-1,0,19.39211476959841,0
NJ,1,-1,0,20.90649662326622,0
NJ,1,-1,0,19.441297512827305,0
NJ,1,-1,0,19.765721719463592,0
NJ,1,-1,0,19.303492556285246,0
NJ,1,-1,0,22.583233355407614,0
NJ,1,-1,0,19.97876393993642,0
NJ,1,-1,0,16.830748955907435,0
NJ,1,-1,0,20.15890636661686,0
NJ,1,-1,0,18.7952390580332,0
NJ,1,-1,0,24.542898622110595,0
NJ,1,-1,0,21.514513507799936,0
NJ,1,-1,0,24.0580098412343,0
NJ,1,-1,0,20.810948391501245,0
NJ,1,-1,0,23.078616836256323,0
NJ,1,-1,0,22.641680953654145,0
NJ,1,-1,0,22.06252347544979,0
NJ,1,-1,0,15.628746614306609,0
NJ,1,-1,0,21.05888545605404,0
NJ,1,-1,0,24.310173495379868,0
NJ,1,-1,0,20.537689007341204,0
NJ,1,-1,0,23.775977902159042,0
NJ,1,-1,0,19.155107954436456,0
NJ,1,-1,0,19.64089202559813,0
NJ,1,-1,0,22.427999331362408,0
NJ,1,-1,0,16.54208863320554,0
NJ,1,-1,0,25.183052458243964,0
NJ,1,-1,0,19.729092827372565,0
NJ,1,-1,0,24.177566646262,0
NJ,1,-1,0,18.825694971679052,0
NJ,1,-1,0,22.60492766767375,0
NJ,1,-1,0,19.335730635203575,0
NJ,1,-1,0,16.192003965734543,0
NJ,1,-1,0,19.31452118113068,0
NJ,1,-1,0,20.1820730178538,0
NJ,1,-1,0,21.843623512279763,0
PA,0,-1,0,15.788594811661,0
PA,0,-1,0,19.455053570191446,0
PA,0,-1,0,17.273956067814257,0
PA,0,-1,0,12.458817543716922,0
PA,0,-1,0,20.75676266787687,0
PA,0,-1,0,21.01843164516746,0
PA,0,-1,0,16.999612277973394,0
PA,0,-1,0,17.475463067563123,0
PA,0,-1,0,16.53285900667398,0
PA,0,-1,0,19.06522416174541,0
PA,0,-1,0,16.348792157394755,0
PA,0,-1,0,20.32881172686825,0
PA,0,-1,0,17.595449218801626,0
PA,0,-1,0,14.365496008756534,0
PA,0,-1,0,19.92164739532676,0
PA,0,-1,0,19.317613112159126,0
PA,0,-1,0,12.825896376586375,0
PA,0,-1,0,18.52030822960515,0
PA,0,-1,0,19.571256772881632,0
PA,0,-1,0,17.7382907815181,0
PA,0,-1,0,16.657252327159743,0
PA,0,-1,0,21.439960292458608,0
PA,0,-1,0,16.14822401247144,0
PA,0,-1,0,22.881057766072153,0
PA,0,-1,0,15.979017463732418,0
PA,0,-1,0,20.632323837253622,0
PA,0,-1,0,23.052723135609224,0
PA,0,-1,0,14.408934227860223,0
PA,0,-1,0,19.3377237144428,0
PA,0,-1,0,15.981015185418661,0
PA,0,-1,0,20.24485295194788,0
PA,0,-1,0,22.020322976434134,0
PA,0,-1,0,22.970079333339477,0
PA,0,-1,0,20.87450150886554,0
PA,0,-1,0,17.07166202114297,0
PA,0,-1,0,20.021881510661803,0
PA,0,-1,0,25.373253786938314,0
PA,0,-1,0,21.52898330939005,0
PA,0,-1,0,24.255196192287777,0
PA,0,-1,0,21.263132938672083,0
PA,0,-1,0,14.709129027237006,0
PA,0,-1,0,17.28838787137522,0
PA,0,-1,0,20.048656798841712,0
PA,0,-1,0,15.439265177198696,0
PA,0,-1,0,20.003219322308492,0
PA,0,-1,0,12.67589486962391,0
PA,0,-1,0,17.867650498237104,0
PA,0,-1,0,19.729295573453893,0
PA,0,-1,0,12.879230447220596,0
PA,0,-1,0,19.628373959096734,0
PA,0,-1,0,20.625294840199068,0
PA,0,-1,0,20.713628463652885,0
PA,0,-1,0,13.508577509758643,0
PA,0,-1,0,14.119033156746035,0
PA,0,-1,0,21.32192585109311,0
PA,0,-1,0,21.326564513120164,0
PA,0,-1,0,15.183025669366536,0
PA,0,-1,0,14.42343348417252,0
PA,0,-1,0,20.857081244789136,0
