date,cpi_all_items,cpi_core,unemp_rate,headline_yoy_pct,headline_mom_pct,core_yoy_pct,core_mom_pct,headline_minus_core_yoy
2015-01-01,234.747,239.811,5.7,,,,,
2015-02-01,235.342,240.172,5.5,,0.25346436802173855,,0.15053521314700724,
2015-03-01,235.976,240.755,5.4,,0.26939517808124425,,0.2427427010642358,
2015-04-01,236.222,241.346,5.4,,0.10424788961589382,,0.2454777678552844,
2015-05-01,237.001,241.688,5.6,,0.3297745341246827,,0.14170526961292396,
2015-06-01,237.657,242.064,5.3,,0.27679208104607333,,0.15557247360233895,
2015-07-01,238.034,242.565,5.2,,0.15863197801873063,,0.20697005750545117,
2015-08-01,238.033,242.817,5.1,,-0.000420108051790713,,0.10388967905510249,
2015-09-01,237.498,243.316,5.0,,-0.22475875193775918,,0.20550455692969205,
2015-10-01,237.733,243.768,5.0,,0.09894820166906904,,0.18576665735092757,
2015-11-01,238.017,244.241,5.1,,0.11946174910508756,,0.19403695316859704,
2015-12-01,237.761,244.547,5.0,,-0.10755534268560574,,0.1252860903779407,
2016-01-01,237.652,244.955,4.8,1.2375025026943876,-0.04584435630738959,2.145022538582464,0.16683909432542166,-0.9075200358880764
2016-02-01,237.336,245.51,4.9,0.8472775790126619,-0.13296753235823022,2.222573822094165,0.22657222755197992,-1.375296243081503
2016-03-01,238.08,245.913,5.0,0.8916160965521946,0.31347962382444194,2.142426948557663,0.164148099873751,-1.2508108520054684
2016-04-01,238.992,246.551,5.1,1.1726257503534843,0.38306451612901693,2.156654761214183,0.25944134714308564,-0.9840290108606986
2016-05-01,239.557,247.137,4.8,1.0784764621246223,0.23640958693178504,2.2545595974976074,0.2376790197565759,-1.176083135372985
2016-06-01,240.222,247.54,4.9,1.0792865347959424,0.2775957287827202,2.2622116465067066,0.1630674484192962,-1.1829251117107642
2016-07-01,240.101,247.829,4.8,0.8683633430518256,-0.05037007434789409,2.1701399624842965,0.11674880827341472,-1.301776619432471
2016-08-01,240.545,248.423,4.9,1.0553158595656864,0.18492217858316895,2.3087345614186683,0.23968139321870474,-1.2534187018529819
2016-09-01,241.176,248.842,5.0,1.5486446201652182,0.26232097944252075,2.271120682569183,0.16866393208359032,-0.722476062403965
2016-10-01,241.741,249.142,4.9,1.685924966243646,0.23426874979268764,2.2045551507991146,0.12055842663214467,-0.5186301845554686
2016-11-01,242.026,249.481,4.7,1.6843334719788938,0.11789477167711837,2.1454219398053587,0.13606698188182165,-0.46108846782646484
2016-12-01,242.637,249.92,4.7,2.0507989115119862,0.2524522158776188,2.197123661300271,0.17596530397103738,-0.1463247497882847
2017-01-01,243.618,250.467,4.7,2.5103933482571117,0.4043076694815628,2.2502092221020176,0.2188700384122999,0.2601841261550941
2017-02-01,244.006,250.998,4.6,2.8103616813294208,0.15926573570097524,2.2353468290497336,0.21200397657175074,0.5750148522796872
2017-03-01,243.892,250.944,4.4,2.44119623655914,-0.04672016261895173,2.045845481938735,-0.021514115650322907,0.3953507546204049
2017-04-01,244.193,251.227,4.4,2.176223471915395,0.12341528217407749,1.8965650108902388,0.11277416475390378,0.27965846102515624
2017-05-01,244.004,251.43,4.4,1.8563431667619756,-0.07739779600562935,1.7370931912259246,0.08080341683018855,0.11924997553605099
2017-06-01,244.163,251.746,4.3,1.640565809959127,0.0651628661825221,1.6991193342490218,0.12568110408464062,-0.05855352428989491
2017-07-01,244.243,251.985,4.3,1.7251073506566073,0.03276499715354486,1.6769627444729984,0.09493696026947607,0.04814460618360883
2017-08-01,245.183,252.535,4.4,1.92812155729698,0.38486261632881824,1.6552412618799472,0.2182669603349341,0.27288029541703285
2017-09-01,246.435,252.812,4.3,2.1805652303711787,0.5106389920997767,1.5953898457655935,0.10968776605224662,0.5851753846055852
2017-10-01,246.626,253.526,4.2,2.020757753132485,0.07750522450138408,1.7596390813271245,0.2824233026913259,0.2611186718053604
2017-11-01,247.284,253.816,4.2,2.172493864295566,0.2668007428251684,1.7376072726981162,0.11438669012251435,0.4348865915974498
2017-12-01,247.805,254.344,4.1,2.129930719552253,0.21068892447551058,1.770166453265043,0.20802471081413643,0.35976426628721025
2018-01-01,248.859,255.204,4.0,2.151318868063945,0.42533443635115464,1.8912671130328462,0.33812474444061547,0.2600517550310988
2018-02-01,249.529,255.711,4.1,2.263468931091861,0.26922876006090224,1.87770420481439,0.1986645977335888,0.38576472627747105
2018-03-01,249.577,256.271,4.0,2.3309497646499366,0.0192362410782021,2.1227843662331214,0.21899722733866867,0.20816539841681525
2018-04-01,250.227,256.63,4.0,2.4709963021052994,0.2604406656061986,2.150644636125887,0.1400860807504456,0.32035166597941256
2018-05-01,250.792,257.145,3.8,2.781921607842497,0.2257949781598212,2.272998448872432,0.20067801893777215,0.5089231589700649
2018-06-01,251.018,257.399,4.0,2.8075506935940187,0.09011451720948305,2.245517307127032,0.0987769546364925,0.5620333864669869
2018-07-01,251.214,257.699,3.8,2.854124785561929,0.07808204989283585,2.267595293370639,0.11655056934953834,0.58652949219129
2018-08-01,251.663,257.891,3.8,2.6429238568742575,0.17873207703393845,2.1208941334864617,0.07450552776688824,0.5220297233877957
2018-09-01,252.182,258.368,3.7,2.332055105808828,0.2062281702117419,2.1976804898501623,0.18496186373311296,0.13437461595866562
2018-10-01,252.772,258.917,3.8,2.492032470218053,0.2339580144498754,2.126409125691242,0.212487614565271,0.3656233445268109
2018-11-01,252.594,259.439,3.8,2.147328577667773,-0.07041919199911595,2.2153843729315836,0.2016090098371448,-0.06805579526381056
2018-12-01,252.767,260.063,3.9,2.0023809043401064,0.06848935445813442,2.2485295505299874,0.24051896592260924,-0.24614864618988097
2019-01-01,252.561,260.766,4.0,1.4875893578291333,-0.08149798035343991,2.1794329242488475,0.270319114983697,-0.6918435664197142
2019-02-01,253.319,261.186,3.8,1.5188615351321877,0.3001255142321968,2.1410889637129227,0.16106394238510902,-0.622227428580735
2019-03-01,254.277,261.567,3.8,1.8831863513063984,0.37817929172307974,2.06656235001228,0.1458730559831034,-0.1833759987058814
2019-04-01,255.233,261.997,3.7,2.000583470209061,0.3759679404743643,2.0913377235709074,0.1643938264383582,-0.09075425336184662
